"sa1_maincode_2016","sa3","global_pr","sa3_pr"
21304135324,21304,8.10927840031082e-05,0.00729541435256349
21304135328,21304,8.03474497070913e-05,0.00722836125298793
21304135335,21304,6.87401931631372e-05,0.00618412843960464
21304135341,21304,6.01701641373191e-05,0.00541313613091238
21304135345,21304,1.95648738596121e-05,0.0017601302423658
21304135501,21304,0.00012358434307872,0.0111181161348964
21304135509,21304,0.000141972463167471,0.012772381145788
21304135532,21304,6.10230932248704e-05,0.00548986886593357
21304135601,21304,0.000253298368990418,0.0227876817811902
21304135618,21304,2.41877687984557e-05,0.00217602340107077
21304135619,21304,3.8639754872595e-05,0.00347617887019713
21304135622,21304,0.000273043010608473,0.0245639846127844
21304135630,21304,0.000241798806326679,0.021753137517646
21304135641,21304,0.000215923034852624,0.0194252549949761
21304135650,21304,0.000275266998903479,0.0247640630331615
21304135651,21304,0.00023310807331021,0.0209712862202455
21304135653,21304,0.000251087966403537,0.022588825582633
21304135702,21304,0.000208358503772985,0.018744721094368
21304135707,21304,0.000222442445530494,0.0200117659011471
21304135708,21304,0.000208282553960674,0.018737888361251
21304135709,21304,0.000222054993263462,0.0199769092259868
21304135712,21304,0.00023382062593337,0.0210353901562228
21304135714,21304,0.000272859453729889,0.0245474711399397
21304135720,21304,0.000181625220246278,0.0163396935357579
21304135731,21304,0.000125747335391344,0.0113127071254017
21304135733,21304,4.71970968085177e-05,0.00424602980017298
21304135804,21304,0.000252600347691119,0.0227248851382101
21304135810,21304,0.000212422842774446,0.0191103644429032
21304135812,21304,0.000250542220721879,0.0225397282316447
21304135824,21304,0.000266960973175924,0.0240168214622808
21304135828,21304,0.000221196094294303,0.0198996394177784
21304135841,21304,0.000121092715322945,0.0108939598537403
21304135901,21304,5.36354366262408e-05,0.00482524726434462
21304135906,21304,3.14480163217182e-05,0.00282918279910479
21304135907,21304,0.000475853596009619,0.0428095939327285
21304135908,21304,0.000170602485443339,0.0153480465147014
21304136004,21304,0.000370945735546476,0.033371684995107
21304136009,21304,0.000411296943297726,0.0370018326560932
21304136013,21304,0.00035675044479742,0.0320946228108132
21304136017,21304,0.000251353945243061,0.0226127540476277
21304136035,21304,0.00025665223848357,0.0230894085986592
21304146106,21304,0.000514363851815223,0.046274122575799
21304146108,21304,0.000497896849560208,0.0447926886101045
21304146202,21304,0.000397500987006593,0.0357606961139095
21304146302,21304,0.000331883329295009,0.0298574828041736
21304146322,21304,0.000335401733957168,0.0301740118293635
21304146338,21304,0.000311688293439525,0.0280406607990863
21305136101,21305,0.000311821976481073,0.0121894334144187
21305136109,21305,0.000311608608071381,0.0121810926295516
21305136124,21305,0.00043924722516764,0.0171706140281429
21305136125,21305,0.000446594948671127,0.0174578439001488
21305136131,21305,0.000359463572982495,0.0140517911445062
21305136132,21305,0.000324938998217966,0.0127021909335061
21305136150,21305,0.000354188134471582,0.0138455689686791
21305136204,21305,0.000435666025002257,0.0170306213263703
21305136205,21305,0.000428371326278679,0.0167454642461262
21305136220,21305,0.000417611984126537,0.0163248707837073
21305136245,21305,0.000451199350627015,0.017637834584859
21305136247,21305,0.000435452319470547,0.0170222673630658
21305136248,21305,0.000356383014365929,0.0139313690223723
21305136304,21305,0.000903289989956705,0.0353105105379144
21305136307,21305,0.00069928283093906,0.0273356663368314
21305136309,21305,0.000579750809759665,0.0226630398930517
21305136310,21305,0.000528622551563624,0.0206643850647135
21305136313,21305,0.000456673899270246,0.0178518401752082
21305136315,21305,0.00044412275746114,0.017361203469343
21305136317,21305,0.000440897242751573,0.0172351148683304
21305136513,21305,9.49388698043933e-05,0.00371125552143713
21305136514,21305,0.000130454464146131,0.00509959568042011
